id,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline,targaet
82761,13.58,3.83,2.48,20.0,105,1.8,1.22,0.24,1.11,5.0,0.58,1.29,714,3
99186,12.77,3.45,2.35,22.0,106,1.39,1.2,0.17,0.83,5.4,0.72,1.42,630,3
98804,12.2,3.03,2.32,18.5,112,1.25,0.78,0.29,0.83,5.7,0.66,1.75,510,3
40413,14.83,1.73,2.39,14.0,112,2.8,2.98,0.43,1.85,5.1,0.88,3.38,1195,1
70960,12.42,1.61,2.16,21.0,85,2.2,1.92,0.34,1.56,1.95,1.04,3.57,672,2
99555,14.13,5.65,2.45,20.0,80,0.98,0.7,0.27,1.41,7.3,0.6,1.33,502,3
53141,12.93,3.45,2.36,22.0,120,1.7,0.69,0.27,1.46,9.3,0.61,1.86,500,3
3653,12.08,2.13,2.5,21.0,104,2.6,2.65,0.37,1.35,2.8,1.06,3.2,520,2
85969,13.52,3.45,2.3,22.0,102,1.5,0.75,0.43,1.03,8.21,0.64,2.0,685,3
97457,14.39,1.95,2.72,16.8,102,2.8,2.65,0.33,1.92,5.4,1.13,2.78,1320,1
87473,13.58,2.46,2.62,24.0,105,1.7,0.56,0.53,0.64,4.35,1.27,2.11,570,3
94033,12.47,1.52,2.32,23.0,101,1.38,1.46,0.58,1.62,2.45,0.95,2.06,406,2
90212,11.82,1.72,1.36,15.0,97,2.2,0.57,0.14,1.03,3.3,0.94,2.52,870,2
85694,11.61,2.06,2.24,19.0,96,2.9,2.99,0.17,1.87,3.94,1.0,3.44,380,2
91587,13.36,2.58,2.35,20.0,89,1.68,0.49,0.44,0.64,9.899999,0.56,1.62,660,3
97767,12.37,1.17,2.38,22.5,85,1.38,1.25,0.37,1.46,3.25,1.08,1.82,428,2
6318,12.85,1.73,2.04,12.4,97,2.4,2.19,0.26,2.91,6.2,1.12,3.63,780,1
42036,12.45,5.51,2.64,25.0,112,1.9,1.36,0.34,1.26,8.6,0.48,1.29,695,3
21848,12.85,1.5,2.84,21.0,95,2.53,2.37,0.34,1.77,3.93,1.25,3.16,915,1
19914,13.51,1.8,2.36,16.6,111,2.96,3.29,0.2,1.69,6.2,0.89,3.31,1060,1
16048,13.32,1.35,2.7,25.5,96,2.8,1.31,0.53,2.7,10.52,0.57,1.33,560,3
28930,12.64,1.36,2.31,22.5,90,1.38,1.46,0.52,1.63,2.94,1.04,2.06,406,2
62713,12.85,3.8,2.28,17.5,103,2.41,2.19,0.32,1.71,4.5,0.92,3.3,680,1
93149,12.85,4.95,2.48,23.0,89,1.74,0.65,0.61,0.86,5.7,0.89,1.75,550,3
81058,13.05,0.9,1.98,10.6,86,2.53,2.5,0.29,1.28,2.45,1.38,2.9,392,2
33042,13.84,2.58,2.72,24.5,105,1.55,0.76,0.53,1.25,9.7,0.7,1.68,675,3
8774,13.78,3.9,2.6,24.5,105,1.4,0.47,0.4,0.68,3.85,0.67,1.75,780,3
41379,12.0,3.43,2.53,21.0,104,2.0,1.64,0.26,1.46,3.25,0.86,2.44,630,2
96929,12.08,0.89,1.92,10.6,97,2.2,1.85,0.32,0.73,2.95,1.23,2.52,428,2
37463,13.16,2.36,2.56,17.8,121,2.8,3.32,0.17,2.29,6.6,0.88,3.33,680,1
93731,14.3,1.92,2.72,20.0,120,3.0,2.65,0.39,1.98,5.4,1.07,2.57,1280,1
17596,13.68,1.43,2.7,22.5,115,3.0,2.69,0.3,1.82,5.24,1.25,2.88,830,1
57348,11.76,4.31,2.42,18.0,112,3.18,2.26,0.29,2.81,2.65,0.75,3.33,438,2
80692,12.85,2.05,3.22,25.0,124,2.63,2.68,0.39,1.92,4.5,1.0,3.17,830,1
11626,13.73,2.99,2.72,23.5,105,1.55,0.52,0.53,0.55,4.35,0.89,2.06,695,3
77125,12.87,4.6,2.54,23.0,95,1.65,0.47,0.5,1.15,5.58,0.89,1.56,550,3
48735,13.05,2.05,3.22,15.5,102,2.6,2.68,0.34,1.25,3.58,1.13,3.2,880,1
95625,13.11,4.1,2.38,20.0,104,1.59,1.22,0.24,1.04,5.0,0.67,1.29,530,3
78781,14.21,2.15,2.61,18.6,120,3.85,3.74,0.4,2.18,6.75,1.01,2.93,1680,1
35103,12.42,4.43,2.58,21.6,104,3.18,2.58,0.39,2.81,2.65,0.82,3.56,680,2
94047,12.16,1.45,2.0,14.8,97,2.02,1.09,0.53,1.05,2.95,1.25,2.52,625,2
50739,14.38,3.59,2.65,18.6,102,3.85,3.74,0.3,2.18,7.5,0.87,3.13,1480,1
92233,12.86,5.04,2.64,25.0,96,1.65,0.6,0.63,1.14,5.58,0.82,1.69,580,3
83355,14.16,1.35,2.64,22.5,96,2.6,1.31,0.5,2.7,10.52,0.57,1.29,650,3
61791,13.11,5.19,2.32,21.5,93,1.48,0.5,0.5,0.68,5.5,0.75,1.58,725,3
39489,12.29,1.61,1.95,16.8,136,2.2,1.85,0.32,1.56,2.06,0.94,2.57,937,2
59582,12.0,1.51,2.2,20.4,99,2.46,2.27,0.22,2.29,3.05,1.16,3.14,345,2
96084,13.07,1.65,2.1,18.8,98,2.45,2.37,0.32,1.35,3.58,1.05,3.12,1035,1
50452,12.08,2.08,2.53,21.6,94,1.92,1.84,0.6,1.62,2.9,0.97,3.3,465,2
92594,13.87,1.65,2.28,16.3,118,2.6,2.33,0.21,1.25,5.85,1.04,3.59,780,1
97164,12.29,2.83,2.17,21.0,85,2.55,2.17,0.26,1.31,2.76,0.96,3.2,378,2
16295,12.08,2.08,2.58,21.6,104,1.92,1.84,0.6,1.62,3.6,0.97,2.65,466,2
18693,12.0,1.33,2.5,20.0,94,2.74,2.92,0.37,1.77,2.8,0.96,3.26,520,2
73193,14.16,2.76,2.74,24.5,96,1.98,0.5,0.56,0.73,5.88,0.82,2.06,590,3
85846,13.23,2.59,2.35,18.0,113,1.59,0.69,0.29,0.94,7.1,0.7,1.56,630,3
29796,11.56,1.88,2.0,20.8,88,2.9,2.99,0.21,1.35,3.94,1.71,3.17,345,2
90575,13.76,1.53,2.62,22.5,101,3.25,2.98,0.34,2.18,6.75,1.25,2.88,1515,1
4347,14.23,1.92,2.5,16.7,113,3.85,3.49,0.24,2.04,7.8,0.86,3.31,1480,1
97654,11.82,0.89,2.28,18.0,162,2.42,2.5,0.32,1.54,2.85,1.38,3.17,750,2
52947,14.22,1.7,2.43,16.0,106,2.5,2.99,0.32,1.54,5.25,1.04,2.75,1065,1
63996,12.85,4.12,2.2,20.0,103,1.7,0.47,0.43,0.8,5.7,0.96,2.05,750,3
92786,12.93,2.05,2.4,20.5,101,3.0,3.25,0.19,2.38,7.22,1.01,2.88,1450,1
76716,11.84,4.31,2.32,21.0,82,2.86,3.03,0.24,2.81,2.8,0.75,3.64,510,2
97999,12.08,1.39,2.24,21.5,86,2.74,2.99,0.45,2.49,5.3,0.93,3.26,407,2
82291,13.17,4.6,2.35,22.0,93,1.7,0.5,0.61,0.68,5.7,0.87,2.05,580,3
4295,14.21,1.73,2.45,15.6,112,3.27,3.39,0.29,1.86,8.7,1.28,2.9,1515,1
92675,12.87,2.76,2.48,21.5,98,1.3,1.09,0.52,0.83,5.5,0.77,1.58,590,3
83948,13.49,1.24,2.64,22.5,123,1.48,1.57,0.21,1.25,10.8,0.57,1.3,835,3
20867,13.05,3.8,2.65,17.6,115,2.64,2.68,0.2,1.66,3.7,0.87,2.78,845,1
33033,13.56,1.71,2.31,16.2,127,2.96,3.17,0.28,2.29,6.2,0.94,3.45,795,1
78094,12.29,2.83,2.73,26.5,119,3.3,2.14,0.43,2.91,2.08,1.42,3.16,495,2
91108,12.33,2.45,1.99,16.0,136,2.56,2.27,0.32,1.31,3.3,0.8,3.19,750,2
95063,13.4,4.12,2.26,20.0,102,1.59,0.47,0.43,0.8,7.65,0.54,1.62,750,3
72178,14.13,2.67,2.74,25.0,96,1.98,0.76,0.53,1.25,9.7,0.6,1.55,650,3
46053,13.4,2.58,2.35,20.0,102,1.8,0.75,0.39,1.03,9.4,0.7,2.47,685,3
14729,14.1,1.68,2.32,16.0,117,2.88,2.98,0.21,2.08,4.5,1.02,3.71,920,1
22339,13.63,3.1,2.67,17.6,115,2.86,3.32,0.29,1.66,6.2,1.04,2.93,1280,1
72117,12.04,4.3,1.92,16.0,97,2.62,2.65,0.39,2.91,1.28,0.75,3.1,564,2
62605,14.39,1.95,2.5,16.8,113,3.0,2.65,0.43,1.98,5.4,1.25,3.13,1235,1
90564,13.16,4.12,2.38,20.0,104,1.59,0.75,0.43,0.97,9.4,0.54,1.68,750,3
66259,13.84,3.57,2.54,19.5,105,1.54,0.6,0.43,0.96,5.0,0.81,2.11,680,3
64558,11.82,2.12,2.2,18.0,98,2.6,2.65,0.21,1.35,2.6,1.06,3.47,510,2
36089,13.4,4.95,2.35,21.5,88,0.98,0.63,0.4,1.25,5.45,0.6,1.33,780,3
15342,13.45,1.9,2.75,24.5,89,2.8,1.31,0.52,2.29,13.0,0.57,1.33,480,3
3342,13.82,1.9,2.68,19.4,107,2.95,2.79,0.39,1.86,4.8,0.86,3.35,1195,1
41491,12.85,2.05,2.4,20.5,101,3.0,3.25,0.19,2.38,7.22,1.12,2.88,1450,1
10321,13.05,1.67,2.26,22.5,90,1.78,1.69,0.45,1.44,4.6,1.25,2.01,488,2
48590,14.12,1.68,2.28,16.0,126,2.6,2.33,0.21,1.25,5.25,1.04,3.47,1280,1
27335,13.2,2.36,2.56,17.8,113,2.8,3.24,0.17,1.66,5.65,0.88,3.03,680,1
3643,14.75,1.73,2.17,11.4,92,3.3,3.64,0.17,2.96,4.9,1.05,3.4,1190,1
60124,13.5,1.81,2.65,17.2,94,2.48,2.61,0.31,1.97,3.52,1.1,2.3,845,1
35245,14.75,1.64,2.39,11.4,117,3.3,3.0,0.32,2.96,6.75,1.2,2.73,1515,1
50231,12.99,0.9,2.32,21.0,86,1.9,1.84,0.45,1.46,4.8,1.25,2.77,630,2
476,13.16,5.19,2.86,25.0,96,2.05,0.52,0.56,0.88,5.88,0.82,2.06,580,3
96675,13.62,3.3,2.54,19.5,105,1.54,0.6,0.53,0.96,5.58,0.89,2.15,750,3
6494,12.37,1.17,2.23,20.4,162,1.38,1.25,0.32,2.76,2.06,0.95,1.82,750,2
90576,11.82,0.92,1.7,10.6,151,2.2,0.57,0.14,2.5,2.85,1.38,3.07,520,2
45978,12.16,1.45,1.98,16.8,151,2.02,1.85,0.35,1.56,2.85,1.28,2.57,937,2
8311,13.63,1.81,2.36,16.6,89,2.6,2.9,0.27,1.62,3.8,1.12,4.0,990,1
16553,12.08,3.43,2.38,18.5,81,1.63,1.59,0.48,1.64,1.28,0.93,3.33,495,2
853,14.12,1.68,2.27,18.9,118,2.6,2.51,0.32,1.25,5.25,1.04,2.85,1105,1
38708,14.2,4.04,2.51,15.2,128,3.85,3.74,0.2,2.04,6.8,1.04,2.88,1190,1
4860,13.71,1.43,2.5,16.7,93,2.2,2.53,0.42,1.98,5.6,1.08,2.87,1060,1
47520,12.6,3.57,2.35,21.0,88,1.62,0.49,0.58,0.88,7.65,0.54,1.58,640,3
47867,13.05,1.73,2.04,15.5,98,2.4,2.41,0.34,1.4,3.7,1.02,2.48,990,1
10260,13.74,1.73,2.25,16.4,108,2.95,3.39,0.24,1.62,8.9,1.12,2.88,1150,1
85876,12.0,3.43,2.21,18.0,103,2.0,1.64,0.22,1.03,2.15,0.93,2.52,345,2
38924,11.76,1.09,2.16,19.0,162,3.38,3.75,0.13,1.95,4.45,0.99,3.03,750,2
6253,12.37,1.07,2.32,24.5,101,3.38,2.58,0.43,1.87,2.08,0.89,2.87,365,2
13471,12.96,5.19,2.48,23.0,89,1.48,0.7,0.52,0.97,7.65,0.54,1.58,480,3
63534,13.67,1.66,2.7,26.0,139,1.75,1.32,0.21,1.56,4.8,1.31,3.21,630,2
71298,12.37,1.17,2.0,16.8,100,2.1,1.85,0.32,0.73,1.95,1.28,2.52,428,2
30178,11.41,2.4,2.42,20.0,112,1.61,1.5,0.58,0.95,2.8,0.97,2.14,500,2
442,13.84,4.1,2.26,22.5,90,1.68,0.47,0.41,1.15,10.26,0.57,1.62,750,3
99139,13.45,3.83,2.48,22.0,102,1.5,0.75,0.43,1.41,7.3,0.6,1.71,750,3
79,12.22,1.73,2.23,20.4,81,2.2,2.0,0.22,1.46,1.95,0.94,3.48,380,2
9839,14.22,1.7,2.3,15.6,118,2.8,2.94,0.21,1.85,4.8,1.05,3.59,920,1
94775,12.29,1.61,1.92,16.0,100,2.2,1.85,0.35,1.15,3.8,1.0,2.23,438,2
86152,13.69,3.37,2.54,20.0,107,1.54,0.47,0.53,0.75,4.6,0.81,2.11,680,3
40447,12.99,1.01,2.62,18.1,88,3.38,3.75,0.13,2.28,2.8,1.12,3.71,530,2
26817,12.86,3.03,2.4,20.0,104,1.48,1.22,0.24,0.84,5.0,0.74,1.33,530,3
43977,12.08,4.31,2.17,19.0,86,2.86,2.99,0.45,2.91,5.3,0.75,3.64,466,2
54640,11.65,1.67,1.82,19.5,97,3.02,2.89,0.17,1.35,3.3,0.94,3.64,718,2
1052,13.63,1.66,2.36,16.6,117,2.86,3.06,0.42,1.69,4.5,1.23,3.17,1065,1
65028,14.75,1.73,2.39,11.4,112,3.3,3.0,0.32,2.96,6.75,1.25,2.73,1450,1
94283,12.79,4.95,2.48,22.0,95,1.48,0.61,0.5,1.06,7.7,0.64,1.74,740,3
56400,11.03,1.51,2.17,22.5,84,1.89,1.69,0.45,1.56,1.74,1.1,3.05,450,2
23904,13.48,1.67,2.64,24.0,89,2.6,1.1,0.61,2.29,13.0,0.57,1.63,470,3
91150,12.93,4.12,2.2,20.0,103,1.7,0.34,0.43,0.8,7.65,0.64,1.75,830,3
70797,14.22,3.99,2.51,13.2,128,2.8,2.94,0.2,2.08,4.8,0.89,3.53,845,1
42997,11.66,1.99,2.23,20.4,96,2.9,3.15,0.21,1.35,3.94,1.16,2.87,345,2
66997,12.87,1.35,2.25,18.5,122,1.51,1.25,0.22,0.84,5.0,0.88,1.29,630,3
77439,14.16,3.55,2.48,20.0,80,1.62,0.65,0.45,1.24,8.6,0.59,1.71,415,3
8360,12.16,1.45,2.36,23.6,101,1.45,1.02,0.42,1.56,2.45,0.95,3.21,870,2
87634,13.86,1.9,2.68,17.1,102,3.0,2.79,0.33,1.45,7.3,1.28,3.0,1130,1
93215,13.48,1.81,2.36,17.2,104,3.0,3.0,0.2,1.81,5.1,1.04,3.71,770,1
16509,13.29,2.36,2.67,18.6,101,2.8,3.32,0.29,2.38,5.7,0.88,3.33,680,1
24034,12.51,2.43,2.17,22.5,108,2.0,2.24,0.34,1.54,2.62,1.27,2.78,428,2
92939,11.41,3.74,2.23,18.0,96,2.86,3.15,0.17,1.83,3.94,0.75,3.64,510,2
62233,12.17,1.61,2.0,16.0,151,2.2,1.85,0.35,1.56,3.8,1.0,2.65,750,2
72376,13.88,2.58,2.72,25.0,96,1.55,0.5,0.56,0.64,3.85,0.81,2.06,488,3
44830,13.67,1.66,2.36,23.0,87,1.92,1.75,0.43,1.46,4.8,1.33,2.01,590,2
19334,12.37,0.94,2.24,18.0,99,2.53,2.65,0.26,1.04,2.95,1.23,3.13,428,2
23454,13.86,1.25,2.92,28.5,88,2.13,5.08,0.21,2.29,5.3,1.13,3.37,380,2
40899,14.22,3.99,2.51,15.2,128,2.8,2.98,0.25,2.1,5.2,1.04,3.47,920,1
27285,12.37,1.21,2.46,18.1,87,2.42,2.5,0.26,1.46,2.9,1.19,3.48,380,2
4202,13.68,1.43,2.5,16.7,108,3.88,3.74,0.2,2.04,6.8,1.01,2.88,1260,1
82039,13.84,1.29,2.7,23.5,107,2.2,0.52,0.43,0.64,4.92,1.31,2.06,695,3
73210,11.45,1.51,2.21,19.0,99,1.45,1.25,0.37,1.03,3.25,0.95,2.12,438,2
52598,14.1,2.16,2.61,18.6,120,2.6,2.51,0.28,1.36,5.0,1.06,3.92,1095,1
50607,14.23,1.92,2.5,16.7,113,3.85,3.49,0.24,2.18,7.5,0.86,3.53,1680,1
45064,14.13,4.6,2.45,20.5,96,1.8,0.61,0.53,1.14,7.7,0.67,1.74,725,3
30623,13.29,3.98,2.12,15.5,90,2.48,2.43,0.34,1.77,4.38,0.84,3.0,845,1
54043,12.99,3.86,2.42,22.5,85,1.65,1.59,0.66,1.42,4.6,0.84,2.01,515,2
79025,12.25,1.19,1.7,15.0,88,2.1,0.57,0.14,0.42,2.95,1.23,1.82,625,2
66924,12.16,1.61,1.98,14.8,97,2.2,1.85,0.35,1.03,3.8,0.94,2.52,345,2
46445,12.6,2.96,2.64,27.0,97,1.79,0.84,0.63,0.84,4.35,0.87,2.11,510,3
8596,12.04,2.68,2.51,21.6,104,1.95,1.75,0.6,1.42,2.9,0.86,3.3,680,2
26693,13.64,3.1,2.67,17.6,102,3.0,3.24,0.3,1.66,6.0,1.23,2.88,1265,1
8563,12.93,3.8,2.12,18.8,90,2.53,2.37,0.27,1.22,3.93,0.73,2.78,1035,1
51900,12.29,1.41,2.17,19.0,87,1.89,1.84,0.43,2.08,4.6,1.23,2.65,365,2
70661,14.12,1.59,2.27,17.4,98,2.98,3.0,0.28,1.85,4.5,1.02,3.71,1065,1
76781,13.4,4.61,2.32,18.5,92,1.8,0.63,0.61,1.55,7.1,0.56,1.48,725,3
43827,12.25,4.72,2.48,18.5,92,1.62,0.7,0.63,0.94,7.1,0.54,1.48,695,3
54536,14.3,1.71,2.3,16.0,118,2.8,3.06,0.22,2.08,4.5,1.02,3.47,920,1
28510,13.48,1.81,2.62,17.2,93,2.72,3.54,0.31,1.66,5.7,1.19,3.0,1285,1
38371,12.29,2.83,2.2,18.0,86,2.85,2.99,0.45,2.91,2.3,0.93,3.64,365,2
17358,12.58,2.96,2.64,25.5,97,1.9,0.6,0.63,1.14,7.5,0.78,1.69,520,3
8126,11.76,3.43,1.98,20.8,107,2.0,1.64,0.53,1.35,2.06,0.93,2.75,607,2
35280,12.58,5.65,2.54,18.5,92,1.54,0.47,0.6,0.88,4.35,0.77,2.15,510,3
7091,12.47,1.53,1.82,19.5,97,2.11,1.79,0.29,1.03,3.3,1.12,2.52,415,2
69028,14.12,2.16,2.61,17.6,113,2.95,3.32,0.4,1.66,6.6,1.07,3.58,1130,1
90277,12.42,4.43,1.82,16.8,136,3.18,3.18,0.45,2.91,2.3,0.82,3.69,718,2
1795,12.47,1.52,1.99,16.0,85,2.55,1.64,0.3,1.46,3.8,1.06,2.77,428,2
4685,12.87,5.19,2.64,25.0,96,2.32,0.84,0.63,1.14,7.5,0.67,1.74,560,3
20428,12.08,1.33,2.67,20.0,94,2.56,2.29,0.22,2.35,2.5,0.96,2.78,678,2
75882,12.86,3.26,2.36,22.0,113,1.39,1.25,0.34,0.83,4.9,0.78,1.42,695,3
98844,12.45,2.76,2.32,19.0,86,1.62,0.63,0.45,1.25,4.0,0.62,1.68,515,3
87653,12.21,1.19,2.28,21.5,86,2.74,3.15,0.39,1.87,6.0,0.98,3.26,495,2
65074,11.82,4.31,2.92,20.0,134,2.83,2.03,0.29,1.56,2.65,0.75,3.33,937,2
61876,13.49,5.19,2.86,25.0,112,1.98,0.92,0.27,1.11,7.5,0.57,1.71,630,3
72698,14.21,1.68,2.48,18.0,127,3.85,3.74,0.28,1.97,6.75,0.86,3.03,1680,1
31895,12.37,1.07,2.29,21.5,85,3.52,2.14,0.13,1.87,2.76,1.04,3.44,660,2
84355,13.2,3.98,2.12,18.8,90,2.53,2.43,0.27,1.31,4.28,0.91,3.2,1080,1
749,12.77,5.19,2.64,25.0,112,2.32,1.36,0.34,1.14,7.5,0.74,1.29,750,3
33842,12.37,1.63,2.3,23.0,88,1.38,1.02,0.37,1.56,1.74,1.05,1.82,625,2
28614,12.07,2.08,1.36,17.5,78,2.23,2.0,0.24,1.63,4.68,1.27,2.96,710,2
14834,13.86,1.57,2.27,16.5,108,2.88,3.06,0.24,2.08,4.5,1.28,2.9,770,1
90864,14.75,1.73,2.39,11.4,112,3.1,3.0,0.3,2.81,6.25,1.25,3.0,1265,1
56808,13.05,1.67,1.94,19.0,86,2.5,2.17,0.39,1.43,2.6,0.86,3.38,600,2
63912,12.25,3.88,2.2,18.5,112,1.25,0.78,0.29,1.04,8.21,0.65,2.0,855,3
72910,14.34,2.51,2.74,23.5,96,1.98,0.5,0.53,0.64,5.88,0.87,2.31,590,3
83617,13.58,3.55,2.62,22.5,107,1.7,0.47,0.5,1.15,5.58,0.82,1.51,695,3
81433,13.03,5.8,2.42,23.0,101,3.18,2.89,0.3,1.95,2.6,0.87,3.56,380,2
32314,13.86,1.35,2.32,15.2,95,2.45,2.52,0.26,2.08,4.7,1.06,2.48,770,1
67201,12.29,1.41,2.32,22.5,84,2.46,2.01,0.42,1.56,2.6,1.23,2.31,428,2
10176,13.5,3.37,2.3,22.0,103,1.5,1.22,0.24,1.11,5.4,0.67,1.42,472,3
3810,13.2,1.64,2.55,18.0,98,2.45,2.43,0.22,2.35,5.6,1.25,3.08,1235,1
32358,12.42,2.55,2.16,21.0,85,2.55,1.64,0.26,1.44,1.9,1.42,3.33,495,2
89776,12.45,3.17,2.35,21.0,97,1.25,1.09,0.4,0.83,5.5,0.65,1.83,515,3
58405,14.19,1.48,2.48,18.8,95,2.45,2.52,0.29,1.97,5.25,1.02,3.17,1095,1
58685,12.17,1.45,2.3,23.6,88,1.89,1.75,0.42,1.46,1.95,1.33,3.21,378,2
46901,12.22,1.29,3.23,20.0,134,2.56,2.03,0.14,1.56,2.5,1.19,3.16,750,2
93380,14.1,2.02,3.22,15.5,115,3.0,3.29,0.34,1.66,5.65,1.07,2.84,1270,1
88021,12.86,3.24,2.35,21.5,113,1.7,0.68,0.27,0.86,5.7,0.72,1.58,560,3
44961,12.99,5.8,2.42,23.0,101,2.83,3.03,0.26,1.95,3.94,0.82,3.64,410,2
2868,12.82,1.9,2.28,19.5,96,1.51,0.66,0.52,0.86,7.65,0.58,1.55,725,3
1098,14.38,3.59,2.65,17.6,102,3.0,3.14,0.3,1.66,6.0,0.82,3.35,680,1
41792,12.36,5.19,2.48,18.5,92,2.3,0.8,0.63,1.14,7.65,0.67,1.73,880,3
28090,12.85,2.46,2.4,20.0,98,1.15,0.83,0.27,0.83,5.5,0.66,1.36,560,3
66674,12.7,2.99,2.61,22.0,101,1.79,0.6,0.53,0.96,5.0,0.87,2.11,580,3
35966,13.83,1.57,2.62,20.0,101,3.25,3.4,0.34,2.04,7.8,1.28,2.88,1515,1
66378,12.29,3.17,1.98,20.5,86,2.85,2.99,0.39,2.81,2.8,0.96,3.39,625,2
25996,12.99,1.67,2.32,24.5,101,1.88,1.84,0.27,1.34,2.45,0.98,2.72,472,2
63488,12.08,2.13,2.3,18.5,81,2.23,2.0,0.3,1.63,2.4,0.97,3.02,580,2
37795,13.34,1.51,1.99,16.0,86,2.02,2.03,0.3,1.46,4.6,1.06,2.48,392,2
16058,13.05,1.5,2.1,15.5,107,2.65,2.63,0.28,1.98,3.7,1.06,2.91,1020,1
15292,13.84,3.17,2.62,24.0,107,1.4,0.6,0.53,0.81,4.6,0.81,2.11,570,3
17187,14.19,2.15,2.3,18.0,103,2.42,2.52,0.32,2.08,5.05,0.86,3.12,760,1
156,14.38,1.95,2.72,16.8,102,3.85,3.49,0.33,2.04,7.8,0.86,2.87,1480,1
91493,12.51,4.36,2.38,18.5,92,2.3,0.92,0.63,1.04,7.65,0.56,1.51,520,3
48645,12.08,1.47,2.28,16.0,151,1.45,1.25,0.14,1.56,2.85,0.95,3.07,750,2
20940,11.03,1.51,2.24,21.5,85,1.45,1.25,0.37,1.56,1.95,1.05,3.07,312,2
90989,13.07,3.8,2.65,18.6,111,2.64,2.68,0.2,1.66,3.58,0.82,3.2,760,1
60451,13.39,3.84,2.29,17.5,102,2.41,2.68,0.32,1.98,4.28,0.82,3.3,760,1
59612,12.08,2.08,2.53,21.6,104,1.92,1.84,0.48,1.63,3.8,0.97,2.65,465,2
68688,12.6,1.36,2.2,21.5,80,3.5,2.58,0.13,2.49,3.38,1.22,3.13,660,2
56683,14.34,2.51,2.74,23.5,96,1.98,0.76,0.5,1.03,7.5,0.56,1.55,650,3
39946,13.08,3.12,2.38,20.0,92,1.48,0.83,0.37,0.94,7.1,0.58,1.86,685,3
5497,14.16,1.29,2.7,23.5,98,2.8,1.31,0.52,2.29,10.52,0.57,1.96,660,3
65417,11.87,2.12,2.2,18.0,96,2.6,2.65,0.24,1.35,2.4,1.06,3.47,380,2
50675,13.84,1.67,2.75,25.0,105,2.2,0.52,0.53,0.64,5.88,0.75,2.06,725,3
47420,13.5,4.1,2.26,20.0,103,1.59,0.34,0.4,0.8,5.7,0.67,1.83,750,3
24412,11.03,1.51,1.98,20.8,78,2.11,2.0,0.32,1.35,1.74,1.1,3.02,564,2
80035,12.37,1.63,1.98,14.8,85,2.5,2.17,0.3,1.99,3.8,0.94,3.38,495,2
76005,12.08,2.89,2.21,18.0,103,1.72,1.32,0.6,0.41,1.28,1.42,1.59,607,2
29493,12.6,1.36,2.32,22.5,85,2.95,2.79,0.26,1.77,2.57,1.12,3.71,510,2
20423,14.22,1.7,2.3,18.8,118,3.25,2.65,0.28,2.19,4.9,1.04,3.44,1105,1
37142,12.16,1.61,2.17,22.5,90,1.38,1.25,0.5,1.35,3.05,1.08,2.06,680,2
85924,13.48,3.7,2.19,22.0,103,1.8,0.48,0.4,0.68,5.7,0.58,1.62,750,3
47246,13.24,2.59,2.56,17.8,113,2.41,2.64,0.22,2.35,5.6,0.86,3.52,760,1
56247,12.07,2.89,2.0,20.8,88,2.45,2.27,0.3,1.43,1.9,1.42,3.0,312,2
60323,12.52,1.73,2.74,28.5,119,3.3,2.14,0.4,1.35,2.0,1.31,3.4,520,2
93844,13.88,2.59,2.3,22.0,98,1.8,0.83,0.5,1.46,9.3,0.85,1.56,590,3
8292,12.47,1.52,1.95,16.0,136,2.55,2.27,0.32,1.04,2.06,1.06,2.75,937,2
31686,12.43,1.53,1.92,18.5,94,2.36,2.27,0.35,1.35,3.8,1.23,3.17,495,2
83486,12.29,1.41,2.21,20.4,99,2.46,2.01,0.22,1.44,2.06,0.95,3.14,345,2
10758,14.22,1.7,2.3,16.8,126,3.25,3.14,0.26,2.19,6.38,1.09,2.88,1045,1
2179,14.22,3.99,2.44,16.0,128,2.8,2.94,0.25,2.1,7.3,0.89,3.53,845,1
67180,11.45,0.74,2.0,16.0,151,2.42,2.65,0.35,1.54,3.05,1.71,3.63,750,2
28591,13.24,1.72,2.14,12.4,92,2.48,2.43,0.26,1.28,4.38,1.04,2.48,1050,1
67727,12.82,3.57,2.36,21.5,120,1.39,1.39,0.34,1.26,4.0,0.48,1.47,985,3
36377,13.05,2.05,3.22,21.0,124,2.8,2.78,0.47,1.97,4.32,1.16,3.4,735,1
49839,11.56,1.88,2.78,28.5,88,3.18,2.58,0.58,1.87,2.08,1.71,2.5,480,2
88311,11.76,1.51,2.02,19.0,80,2.36,2.17,0.29,1.99,4.68,1.12,3.02,580,2
57351,14.06,1.68,2.28,18.0,118,2.6,2.51,0.32,1.36,5.05,1.04,2.75,1105,1
16583,13.58,4.61,2.86,25.0,96,1.98,0.5,0.56,0.88,5.88,0.87,2.06,580,3
64377,12.47,1.52,2.32,23.0,88,2.74,2.92,0.39,2.49,2.8,0.89,3.26,495,2
29138,13.56,1.73,2.31,17.5,111,2.96,3.0,0.22,1.69,4.5,1.04,3.44,1280,1
17435,14.06,2.02,2.68,16.8,102,3.0,3.23,0.39,1.66,6.0,1.07,2.84,1280,1
54086,11.64,2.05,2.24,20.4,96,1.61,1.57,0.48,1.35,2.06,1.16,2.75,500,2
